student_id,test_id,correct_answers,total_questions,wrong_answers,date,subject,test_type,test_difficulty,duration_minutes,chapter_coverage,term,max_marks,marks_obtained,percentage,pass_fail,grade
RN0333,T021,18,21,3,27-08-2025,Social,Monthly Test,Medium,45,Multi Chapter,Term 1,50,42.857142857142854,85.71428571428571,Pass,A2
RN0333,T022,18,21,3,29-08-2025,Mathematics,Chapter Test,Easy,30,Single Chapter,Term 1,50,42.857142857142854,85.71428571428571,Pass,A2
RN0333,T023,14,21,7,30-08-2025,English,Unit Test,Medium,45,Multi Chapter,Term 1,50,33.33333333333333,66.66666666666666,Pass,B2
RN0333,T024,16,21,5,18-09-2025,Social,Unit Test,Medium,45,Single Chapter,Term 1,50,38.095238095238095,76.19047619047619,Pass,B1
RN0333,T025,19,21,2,08-10-2025,Social,Unit Test,Medium,45,Multi Chapter,Term 1,50,45.23809523809524,90.47619047619048,Pass,A1
RN0333,T026,17,21,4,09-10-2025,English,Revision Test,Hard,60,Multi Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0333,T027,17,21,4,13-10-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0333,T028,10,21,11,19-10-2025,Mathematics,Revision Test,Hard,60,Multi Chapter,Term 2,50,23.809523809523807,47.61904761904761,Pass,C2
RN0333,T029,18,21,3,27-10-2025,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,42.857142857142854,85.71428571428571,Pass,A2
RN0333,T030,20,21,1,30-10-2025,Social,Chapter Test,Medium,30,Single Chapter,Term 2,50,47.61904761904761,95.23809523809523,Pass,A1
RN0333,T031,20,21,1,01-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,47.61904761904761,95.23809523809523,Pass,A1
RN0333,T032,17,21,4,03-11-2025,English,Revision Test,Hard,60,Full Syllabus,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0333,T033,16,21,5,03-11-2025,English,Monthly Test,Medium,45,Multi Chapter,Term 2,50,38.095238095238095,76.19047619047619,Pass,B1
RN0333,T034,19,21,2,06-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,45.23809523809524,90.47619047619048,Pass,A1
RN0333,T035,17,21,4,10-11-2025,Science,Revision Test,Hard,60,Full Syllabus,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0333,T036,17,21,4,12-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0333,T037,16,21,5,15-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,38.095238095238095,76.19047619047619,Pass,B1
RN0333,T038,15,21,6,20-11-2025,Science,Unit Test,Medium,45,Single Chapter,Term 2,50,35.714285714285715,71.42857142857143,Pass,B1
RN0333,T039,14,21,7,21-11-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,33.33333333333333,66.66666666666666,Pass,B2
RN0333,T040,19,21,2,27-11-2025,English,Monthly Test,Medium,45,Multi Chapter,Term 2,50,45.23809523809524,90.47619047619048,Pass,A1
RN0333,T041,20,21,1,08-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,47.61904761904761,95.23809523809523,Pass,A1
RN0333,T042,15,21,6,23-12-2025,English,Chapter Test,Medium,30,Single Chapter,Term 2,50,35.714285714285715,71.42857142857143,Pass,B1
RN0333,T043,19,21,2,24-12-2025,Science,Chapter Test,Medium,30,Single Chapter,Term 2,50,45.23809523809524,90.47619047619048,Pass,A1
RN0333,T044,16,21,5,29-12-2025,Science,Pre-Board,Hard,60,Full Syllabus,Term 2,80,60.95238095238095,76.19047619047619,Pass,B1
RN0333,T045,19,21,2,31-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,45.23809523809524,90.47619047619048,Pass,A1
RN0333,T047,18,21,3,06-01-2026,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,42.857142857142854,85.71428571428571,Pass,A2
RN0333,T048,19,21,2,16-01-2026,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,45.23809523809524,90.47619047619048,Pass,A1
RN0333,T049,17,21,4,19-01-2026,Science,Chapter Test,Medium,30,Single Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0333,T050,18,21,3,29-01-2026,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,42.857142857142854,85.71428571428571,Pass,A2
RN0334,T001,11,21,10,05-06-2025,Mathematics,Chapter Test,Easy,30,Single Chapter,Term 1,50,26.190476190476193,52.38095238095239,Pass,C1
RN0334,T002,7,21,14,11-06-2025,Mathematics,Unit Test,Medium,45,Multi Chapter,Term 1,50,16.666666666666664,33.33333333333333,Fail,E
RN0334,T003,8,21,13,12-06-2025,Mathematics,Unit Test,Medium,45,Single Chapter,Term 1,50,19.047619047619047,38.095238095238095,Pass,D
RN0334,T004,8,21,13,14-06-2025,Science,Pre-Board,Hard,60,Full Syllabus,Term 1,80,30.476190476190474,38.095238095238095,Pass,D
RN0334,T005,7,21,14,14-06-2025,Science,Monthly Test,Hard,45,Multi Chapter,Term 1,50,16.666666666666664,33.33333333333333,Fail,E
RN0334,T006,3,21,18,19-06-2025,Social,Unit Test,Medium,45,Multi Chapter,Term 1,50,7.142857142857142,14.285714285714285,Fail,E
RN0334,T007,3,21,18,25-06-2025,Mathematics,Pre-Board,Hard,60,Full Syllabus,Term 1,80,11.428571428571427,14.285714285714285,Fail,E
RN0334,T008,2,21,19,05-07-2025,Science,Half-Yearly,Hard,60,Full Syllabus,Term 1,80,7.619047619047619,9.523809523809524,Fail,E
RN0334,T009,4,21,17,07-07-2025,Mathematics,Half-Yearly,Hard,60,Full Syllabus,Term 1,80,15.238095238095237,19.047619047619047,Fail,E
RN0334,T010,3,21,18,13-07-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 1,50,7.142857142857142,14.285714285714285,Fail,E
RN0334,T011,5,21,16,17-07-2025,English,Monthly Test,Hard,45,Multi Chapter,Term 1,50,11.904761904761903,23.809523809523807,Fail,E
RN0334,T012,4,21,17,22-07-2025,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 1,50,9.523809523809524,19.047619047619047,Fail,E
RN0334,T013,9,21,12,23-07-2025,Science,Revision Test,Hard,60,Multi Chapter,Term 1,50,21.428571428571427,42.857142857142854,Pass,C2
RN0334,T014,5,21,16,01-08-2025,Science,Unit Test,Medium,45,Single Chapter,Term 1,50,11.904761904761903,23.809523809523807,Fail,E
RN0334,T015,7,21,14,04-08-2025,English,Chapter Test,Medium,30,Single Chapter,Term 1,50,16.666666666666664,33.33333333333333,Fail,E
RN0334,T016,7,21,14,07-08-2025,English,Chapter Test,Easy,30,Single Chapter,Term 1,50,16.666666666666664,33.33333333333333,Fail,E
RN0334,T017,12,21,9,08-08-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 1,50,28.57142857142857,57.14285714285714,Pass,C1
RN0334,T018,4,21,17,23-08-2025,Mathematics,Monthly Test,Hard,45,Multi Chapter,Term 1,50,9.523809523809524,19.047619047619047,Fail,E
RN0334,T019,4,21,17,25-08-2025,English,Unit Test,Medium,45,Multi Chapter,Term 1,50,9.523809523809524,19.047619047619047,Fail,E
RN0334,T020,7,21,14,26-08-2025,Science,Unit Test,Medium,45,Single Chapter,Term 1,50,16.666666666666664,33.33333333333333,Fail,E
RN0334,T021,7,21,14,27-08-2025,Social,Monthly Test,Medium,45,Multi Chapter,Term 1,50,16.666666666666664,33.33333333333333,Fail,E
RN0334,T022,2,21,19,29-08-2025,Mathematics,Chapter Test,Easy,30,Single Chapter,Term 1,50,4.761904761904762,9.523809523809524,Fail,E
RN0334,T024,7,21,14,18-09-2025,Social,Unit Test,Medium,45,Single Chapter,Term 1,50,16.666666666666664,33.33333333333333,Fail,E
RN0334,T025,7,21,14,08-10-2025,Social,Unit Test,Medium,45,Multi Chapter,Term 1,50,16.666666666666664,33.33333333333333,Fail,E
RN0334,T026,4,21,17,09-10-2025,English,Revision Test,Hard,60,Multi Chapter,Term 2,50,9.523809523809524,19.047619047619047,Fail,E
RN0334,T027,6,21,15,13-10-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,14.285714285714285,28.57142857142857,Fail,E
RN0334,T028,9,21,12,19-10-2025,Mathematics,Revision Test,Hard,60,Multi Chapter,Term 2,50,21.428571428571427,42.857142857142854,Pass,C2
RN0334,T029,5,21,16,27-10-2025,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,11.904761904761903,23.809523809523807,Fail,E
RN0334,T030,7,21,14,30-10-2025,Social,Chapter Test,Medium,30,Single Chapter,Term 2,50,16.666666666666664,33.33333333333333,Fail,E
RN0334,T031,8,21,13,01-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,19.047619047619047,38.095238095238095,Pass,D
RN0334,T032,6,21,15,03-11-2025,English,Revision Test,Hard,60,Full Syllabus,Term 2,50,14.285714285714285,28.57142857142857,Fail,E
RN0334,T033,5,21,16,03-11-2025,English,Monthly Test,Medium,45,Multi Chapter,Term 2,50,11.904761904761903,23.809523809523807,Fail,E
RN0334,T034,7,21,14,06-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,16.666666666666664,33.33333333333333,Fail,E
RN0334,T035,7,21,14,10-11-2025,Science,Revision Test,Hard,60,Full Syllabus,Term 2,50,16.666666666666664,33.33333333333333,Fail,E
RN0334,T036,6,21,15,12-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,14.285714285714285,28.57142857142857,Fail,E
RN0334,T037,11,21,10,15-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,26.190476190476193,52.38095238095239,Pass,C1
RN0334,T038,5,21,16,20-11-2025,Science,Unit Test,Medium,45,Single Chapter,Term 2,50,11.904761904761903,23.809523809523807,Fail,E
RN0334,T039,5,21,16,21-11-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,11.904761904761903,23.809523809523807,Fail,E
RN0334,T040,7,21,14,27-11-2025,English,Monthly Test,Medium,45,Multi Chapter,Term 2,50,16.666666666666664,33.33333333333333,Fail,E
RN0334,T041,10,21,11,08-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,23.809523809523807,47.61904761904761,Pass,C2
RN0334,T042,6,21,15,23-12-2025,English,Chapter Test,Medium,30,Single Chapter,Term 2,50,14.285714285714285,28.57142857142857,Fail,E
RN0334,T043,7,21,14,24-12-2025,Science,Chapter Test,Medium,30,Single Chapter,Term 2,50,16.666666666666664,33.33333333333333,Fail,E
RN0334,T044,7,21,14,29-12-2025,Science,Pre-Board,Hard,60,Full Syllabus,Term 2,80,26.666666666666664,33.33333333333333,Fail,E
RN0334,T045,12,21,9,31-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,28.57142857142857,57.14285714285714,Pass,C1
RN0334,T046,6,21,15,01-01-2026,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,14.285714285714285,28.57142857142857,Fail,E
RN0334,T047,6,21,15,06-01-2026,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,14.285714285714285,28.57142857142857,Fail,E
RN0334,T048,8,21,13,16-01-2026,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,19.047619047619047,38.095238095238095,Pass,D
RN0334,T049,11,21,10,19-01-2026,Science,Chapter Test,Medium,30,Single Chapter,Term 2,50,26.190476190476193,52.38095238095239,Pass,C1
RN0334,T050,8,21,13,29-01-2026,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,19.047619047619047,38.095238095238095,Pass,D
RN0335,T001,9,21,12,05-06-2025,Mathematics,Chapter Test,Easy,30,Single Chapter,Term 1,50,21.428571428571427,42.857142857142854,Pass,C2
RN0335,T002,6,21,15,11-06-2025,Mathematics,Unit Test,Medium,45,Multi Chapter,Term 1,50,14.285714285714285,28.57142857142857,Fail,E
RN0335,T003,10,21,11,12-06-2025,Mathematics,Unit Test,Medium,45,Single Chapter,Term 1,50,23.809523809523807,47.61904761904761,Pass,C2
RN0335,T004,5,21,16,14-06-2025,Science,Pre-Board,Hard,60,Full Syllabus,Term 1,80,19.047619047619047,23.809523809523807,Fail,E
RN0335,T005,9,21,12,14-06-2025,Science,Monthly Test,Hard,45,Multi Chapter,Term 1,50,21.428571428571427,42.857142857142854,Pass,C2
RN0335,T006,9,21,12,19-06-2025,Social,Unit Test,Medium,45,Multi Chapter,Term 1,50,21.428571428571427,42.857142857142854,Pass,C2
RN0335,T007,10,21,11,25-06-2025,Mathematics,Pre-Board,Hard,60,Full Syllabus,Term 1,80,38.095238095238095,47.61904761904761,Pass,C2
RN0335,T009,7,21,14,07-07-2025,Mathematics,Half-Yearly,Hard,60,Full Syllabus,Term 1,80,26.666666666666664,33.33333333333333,Fail,E
RN0335,T010,6,21,15,13-07-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 1,50,14.285714285714285,28.57142857142857,Fail,E
RN0335,T011,6,21,15,17-07-2025,English,Monthly Test,Hard,45,Multi Chapter,Term 1,50,14.285714285714285,28.57142857142857,Fail,E
RN0335,T012,5,21,16,22-07-2025,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 1,50,11.904761904761903,23.809523809523807,Fail,E
RN0335,T013,12,21,9,23-07-2025,Science,Revision Test,Hard,60,Multi Chapter,Term 1,50,28.57142857142857,57.14285714285714,Pass,C1
RN0335,T014,9,21,12,01-08-2025,Science,Unit Test,Medium,45,Single Chapter,Term 1,50,21.428571428571427,42.857142857142854,Pass,C2
RN0335,T015,10,21,11,04-08-2025,English,Chapter Test,Medium,30,Single Chapter,Term 1,50,23.809523809523807,47.61904761904761,Pass,C2
RN0335,T016,5,21,16,07-08-2025,English,Chapter Test,Easy,30,Single Chapter,Term 1,50,11.904761904761903,23.809523809523807,Fail,E
RN0335,T017,11,21,10,08-08-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 1,50,26.190476190476193,52.38095238095239,Pass,C1
RN0335,T018,9,21,12,23-08-2025,Mathematics,Monthly Test,Hard,45,Multi Chapter,Term 1,50,21.428571428571427,42.857142857142854,Pass,C2
RN0335,T019,3,21,18,25-08-2025,English,Unit Test,Medium,45,Multi Chapter,Term 1,50,7.142857142857142,14.285714285714285,Fail,E
RN0335,T020,12,21,9,26-08-2025,Science,Unit Test,Medium,45,Single Chapter,Term 1,50,28.57142857142857,57.14285714285714,Pass,C1
RN0335,T021,7,21,14,27-08-2025,Social,Monthly Test,Medium,45,Multi Chapter,Term 1,50,16.666666666666664,33.33333333333333,Fail,E
RN0335,T022,13,21,8,29-08-2025,Mathematics,Chapter Test,Easy,30,Single Chapter,Term 1,50,30.952380952380953,61.904761904761905,Pass,B2
RN0335,T023,7,21,14,30-08-2025,English,Unit Test,Medium,45,Multi Chapter,Term 1,50,16.666666666666664,33.33333333333333,Fail,E
RN0335,T024,10,21,11,18-09-2025,Social,Unit Test,Medium,45,Single Chapter,Term 1,50,23.809523809523807,47.61904761904761,Pass,C2
RN0335,T025,8,21,13,08-10-2025,Social,Unit Test,Medium,45,Multi Chapter,Term 1,50,19.047619047619047,38.095238095238095,Pass,D
RN0335,T026,8,21,13,09-10-2025,English,Revision Test,Hard,60,Multi Chapter,Term 2,50,19.047619047619047,38.095238095238095,Pass,D
RN0335,T027,5,21,16,13-10-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,11.904761904761903,23.809523809523807,Fail,E
RN0335,T028,5,21,16,19-10-2025,Mathematics,Revision Test,Hard,60,Multi Chapter,Term 2,50,11.904761904761903,23.809523809523807,Fail,E
RN0335,T029,10,21,11,27-10-2025,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,23.809523809523807,47.61904761904761,Pass,C2
RN0335,T030,8,21,13,30-10-2025,Social,Chapter Test,Medium,30,Single Chapter,Term 2,50,19.047619047619047,38.095238095238095,Pass,D
RN0335,T031,5,21,16,01-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,11.904761904761903,23.809523809523807,Fail,E
RN0335,T032,9,21,12,03-11-2025,English,Revision Test,Hard,60,Full Syllabus,Term 2,50,21.428571428571427,42.857142857142854,Pass,C2
RN0335,T033,6,21,15,03-11-2025,English,Monthly Test,Medium,45,Multi Chapter,Term 2,50,14.285714285714285,28.57142857142857,Fail,E
RN0335,T034,6,21,15,06-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,14.285714285714285,28.57142857142857,Fail,E
RN0335,T035,12,21,9,10-11-2025,Science,Revision Test,Hard,60,Full Syllabus,Term 2,50,28.57142857142857,57.14285714285714,Pass,C1
RN0335,T036,6,21,15,12-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,14.285714285714285,28.57142857142857,Fail,E
RN0335,T037,9,21,12,15-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,21.428571428571427,42.857142857142854,Pass,C2
RN0335,T038,8,21,13,20-11-2025,Science,Unit Test,Medium,45,Single Chapter,Term 2,50,19.047619047619047,38.095238095238095,Pass,D
RN0335,T039,7,21,14,21-11-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,16.666666666666664,33.33333333333333,Fail,E
RN0335,T040,6,21,15,27-11-2025,English,Monthly Test,Medium,45,Multi Chapter,Term 2,50,14.285714285714285,28.57142857142857,Fail,E
RN0335,T041,9,21,12,08-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,21.428571428571427,42.857142857142854,Pass,C2
RN0335,T042,6,21,15,23-12-2025,English,Chapter Test,Medium,30,Single Chapter,Term 2,50,14.285714285714285,28.57142857142857,Fail,E
RN0335,T043,12,21,9,24-12-2025,Science,Chapter Test,Medium,30,Single Chapter,Term 2,50,28.57142857142857,57.14285714285714,Pass,C1
RN0335,T044,12,21,9,29-12-2025,Science,Pre-Board,Hard,60,Full Syllabus,Term 2,80,45.71428571428571,57.14285714285714,Pass,C1
RN0335,T045,12,21,9,31-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,28.57142857142857,57.14285714285714,Pass,C1
RN0335,T046,8,21,13,01-01-2026,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,19.047619047619047,38.095238095238095,Pass,D
RN0335,T047,6,21,15,06-01-2026,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,14.285714285714285,28.57142857142857,Fail,E
RN0335,T048,11,21,10,16-01-2026,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,26.190476190476193,52.38095238095239,Pass,C1
RN0335,T049,6,21,15,19-01-2026,Science,Chapter Test,Medium,30,Single Chapter,Term 2,50,14.285714285714285,28.57142857142857,Fail,E
RN0335,T050,12,21,9,29-01-2026,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,28.57142857142857,57.14285714285714,Pass,C1
RN0336,T001,17,21,4,05-06-2025,Mathematics,Chapter Test,Easy,30,Single Chapter,Term 1,50,40.476190476190474,80.95238095238095,Pass,A2
RN0336,T002,16,21,5,11-06-2025,Mathematics,Unit Test,Medium,45,Multi Chapter,Term 1,50,38.095238095238095,76.19047619047619,Pass,B1
RN0336,T003,15,21,6,12-06-2025,Mathematics,Unit Test,Medium,45,Single Chapter,Term 1,50,35.714285714285715,71.42857142857143,Pass,B1
RN0336,T004,17,21,4,14-06-2025,Science,Pre-Board,Hard,60,Full Syllabus,Term 1,80,64.76190476190476,80.95238095238095,Pass,A2
RN0336,T005,12,21,9,14-06-2025,Science,Monthly Test,Hard,45,Multi Chapter,Term 1,50,28.57142857142857,57.14285714285714,Pass,C1
RN0336,T006,13,21,8,19-06-2025,Social,Unit Test,Medium,45,Multi Chapter,Term 1,50,30.952380952380953,61.904761904761905,Pass,B2
RN0336,T007,12,21,9,25-06-2025,Mathematics,Pre-Board,Hard,60,Full Syllabus,Term 1,80,45.71428571428571,57.14285714285714,Pass,C1
RN0336,T008,10,21,11,05-07-2025,Science,Half-Yearly,Hard,60,Full Syllabus,Term 1,80,38.095238095238095,47.61904761904761,Pass,C2
RN0336,T009,15,21,6,07-07-2025,Mathematics,Half-Yearly,Hard,60,Full Syllabus,Term 1,80,57.142857142857146,71.42857142857143,Pass,B1
RN0336,T010,13,21,8,13-07-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 1,50,30.952380952380953,61.904761904761905,Pass,B2
RN0336,T011,19,21,2,17-07-2025,English,Monthly Test,Hard,45,Multi Chapter,Term 1,50,45.23809523809524,90.47619047619048,Pass,A1
RN0336,T012,14,21,7,22-07-2025,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 1,50,33.33333333333333,66.66666666666666,Pass,B2
RN0336,T013,15,21,6,23-07-2025,Science,Revision Test,Hard,60,Multi Chapter,Term 1,50,35.714285714285715,71.42857142857143,Pass,B1
RN0336,T014,15,21,6,01-08-2025,Science,Unit Test,Medium,45,Single Chapter,Term 1,50,35.714285714285715,71.42857142857143,Pass,B1
RN0336,T015,16,21,5,04-08-2025,English,Chapter Test,Medium,30,Single Chapter,Term 1,50,38.095238095238095,76.19047619047619,Pass,B1
RN0336,T016,14,21,7,07-08-2025,English,Chapter Test,Easy,30,Single Chapter,Term 1,50,33.33333333333333,66.66666666666666,Pass,B2
RN0336,T017,17,21,4,08-08-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 1,50,40.476190476190474,80.95238095238095,Pass,A2
RN0336,T018,12,21,9,23-08-2025,Mathematics,Monthly Test,Hard,45,Multi Chapter,Term 1,50,28.57142857142857,57.14285714285714,Pass,C1
RN0336,T019,12,21,9,25-08-2025,English,Unit Test,Medium,45,Multi Chapter,Term 1,50,28.57142857142857,57.14285714285714,Pass,C1
RN0336,T020,15,21,6,26-08-2025,Science,Unit Test,Medium,45,Single Chapter,Term 1,50,35.714285714285715,71.42857142857143,Pass,B1
RN0336,T021,14,21,7,27-08-2025,Social,Monthly Test,Medium,45,Multi Chapter,Term 1,50,33.33333333333333,66.66666666666666,Pass,B2
RN0336,T022,17,21,4,29-08-2025,Mathematics,Chapter Test,Easy,30,Single Chapter,Term 1,50,40.476190476190474,80.95238095238095,Pass,A2
RN0336,T023,15,21,6,30-08-2025,English,Unit Test,Medium,45,Multi Chapter,Term 1,50,35.714285714285715,71.42857142857143,Pass,B1
RN0336,T024,16,21,5,18-09-2025,Social,Unit Test,Medium,45,Single Chapter,Term 1,50,38.095238095238095,76.19047619047619,Pass,B1
RN0336,T025,15,21,6,08-10-2025,Social,Unit Test,Medium,45,Multi Chapter,Term 1,50,35.714285714285715,71.42857142857143,Pass,B1
RN0336,T026,16,21,5,09-10-2025,English,Revision Test,Hard,60,Multi Chapter,Term 2,50,38.095238095238095,76.19047619047619,Pass,B1
RN0336,T027,14,21,7,13-10-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,33.33333333333333,66.66666666666666,Pass,B2
RN0336,T028,15,21,6,19-10-2025,Mathematics,Revision Test,Hard,60,Multi Chapter,Term 2,50,35.714285714285715,71.42857142857143,Pass,B1
RN0336,T029,14,21,7,27-10-2025,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,33.33333333333333,66.66666666666666,Pass,B2
RN0336,T030,16,21,5,30-10-2025,Social,Chapter Test,Medium,30,Single Chapter,Term 2,50,38.095238095238095,76.19047619047619,Pass,B1
RN0336,T031,18,21,3,01-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,42.857142857142854,85.71428571428571,Pass,A2
RN0336,T032,18,21,3,03-11-2025,English,Revision Test,Hard,60,Full Syllabus,Term 2,50,42.857142857142854,85.71428571428571,Pass,A2
RN0336,T033,11,21,10,03-11-2025,English,Monthly Test,Medium,45,Multi Chapter,Term 2,50,26.190476190476193,52.38095238095239,Pass,C1
RN0336,T034,17,21,4,06-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0336,T035,17,21,4,10-11-2025,Science,Revision Test,Hard,60,Full Syllabus,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0336,T036,16,21,5,12-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,38.095238095238095,76.19047619047619,Pass,B1
RN0336,T037,16,21,5,15-11-2025,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,38.095238095238095,76.19047619047619,Pass,B1
RN0336,T038,11,21,10,20-11-2025,Science,Unit Test,Medium,45,Single Chapter,Term 2,50,26.190476190476193,52.38095238095239,Pass,C1
RN0336,T039,14,21,7,21-11-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 2,50,33.33333333333333,66.66666666666666,Pass,B2
RN0336,T040,17,21,4,27-11-2025,English,Monthly Test,Medium,45,Multi Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0336,T041,16,21,5,08-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,38.095238095238095,76.19047619047619,Pass,B1
RN0336,T042,17,21,4,23-12-2025,English,Chapter Test,Medium,30,Single Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0336,T044,13,21,8,29-12-2025,Science,Pre-Board,Hard,60,Full Syllabus,Term 2,80,49.523809523809526,61.904761904761905,Pass,B2
RN0336,T045,14,21,7,31-12-2025,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,33.33333333333333,66.66666666666666,Pass,B2
RN0336,T046,19,21,2,01-01-2026,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,45.23809523809524,90.47619047619048,Pass,A1
RN0336,T047,17,21,4,06-01-2026,Mathematics,Monthly Test,Medium,45,Multi Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0336,T048,18,21,3,16-01-2026,Science,Chapter Test,Easy,30,Single Chapter,Term 2,50,42.857142857142854,85.71428571428571,Pass,A2
RN0336,T049,17,21,4,19-01-2026,Science,Chapter Test,Medium,30,Single Chapter,Term 2,50,40.476190476190474,80.95238095238095,Pass,A2
RN0336,T050,16,21,5,29-01-2026,Social,Chapter Test,Easy,30,Single Chapter,Term 2,50,38.095238095238095,76.19047619047619,Pass,B1
RN0337,T001,14,21,7,05-06-2025,Mathematics,Chapter Test,Easy,30,Single Chapter,Term 1,50,33.33333333333333,66.66666666666666,Pass,B2
RN0337,T002,12,21,9,11-06-2025,Mathematics,Unit Test,Medium,45,Multi Chapter,Term 1,50,28.57142857142857,57.14285714285714,Pass,C1
RN0337,T003,15,21,6,12-06-2025,Mathematics,Unit Test,Medium,45,Single Chapter,Term 1,50,35.714285714285715,71.42857142857143,Pass,B1
RN0337,T004,14,21,7,14-06-2025,Science,Pre-Board,Hard,60,Full Syllabus,Term 1,80,53.33333333333333,66.66666666666666,Pass,B2
RN0337,T005,8,21,13,14-06-2025,Science,Monthly Test,Hard,45,Multi Chapter,Term 1,50,19.047619047619047,38.095238095238095,Pass,D
RN0337,T007,14,21,7,25-06-2025,Mathematics,Pre-Board,Hard,60,Full Syllabus,Term 1,80,53.33333333333333,66.66666666666666,Pass,B2
RN0337,T008,15,21,6,05-07-2025,Science,Half-Yearly,Hard,60,Full Syllabus,Term 1,80,57.142857142857146,71.42857142857143,Pass,B1
RN0337,T009,14,21,7,07-07-2025,Mathematics,Half-Yearly,Hard,60,Full Syllabus,Term 1,80,53.33333333333333,66.66666666666666,Pass,B2
RN0337,T010,13,21,8,13-07-2025,Mathematics,Chapter Test,Medium,30,Single Chapter,Term 1,50,30.952380952380953,61.904761904761905,Pass,B2
RN0337,T011,10,21,11,17-07-2025,English,Monthly Test,Hard,45,Multi Chapter,Term 1,50,23.809523809523807,47.61904761904761,Pass,C2
